69,34;39,8;29,55;5,16;67,67;5,5;50,62;51,54;-37,27;-64,63;50,62;-59;-61,42;47,01;-5,1;125,1;3,8;13,97;19,65;-0,89;4,23;5,77;0,69;133,98;-1,07;-76,73;-12,1;0
37,1;31,27;5,83;2,01;24,04;1,64;34,96;27,11;-35,18;-45,61;34,96;-35,18;-45,61;-38,36;-42,93;127,43;6,87;9,37;11,51;-3,66;1,53;5,75;-1,6;82,71;-0,81;-57,52;-11,91;0
71,81;36,22;35,59;0,19;70,44;-43,35;10,14;55,01;-48,3;-53,55;55,01;-53,63;-58,89;35,1;-28,63;122,6;5,65;13,29;1,87;-2,49;4,23;8,97;0,5;125,36;-1,34;-78,2;-24,64;0
50,9;38,82;12,08;4,19;34,46;-14,84;64,53;45,54;-46,69;-65,98;64,53;-46,69;-65,98;-14,52;-5,98;132,04;6,62;14,88;17,89;-0,34;4,77;0,16;-0,42;116,89;-0,77;-65,74;0,24;0
58,62;47,95;10,67;1,35;29,5;-7,73;50,48;49,97;-49,12;-72,8;50,48;-49,12;-72,8;-2,21;-14,2;139,43;3,99;14,11;8,13;-1,26;6;2,02;-0,07;131,42;-0,81;-70,34;2,46;0
57,58;40,87;16,72;1,62;40,54;-21,47;59,1;64,46;-43,4;-61,08;59,1;-43,4;-61,08;97,32;76,58;118,58;-5,29;7,57;23,19;7,74;9,42;16,75;2,4;118,67;-0,94;-69,72;-8,64;0
58,21;50,8;7,41;1,47;33,86;-2,01;46,21;38,85;-50,7;-67,69;46,21;-50,7;-67,69;1,54;13,39;141,72;2,91;8,83;0,61;2,03;18,33;13,56;0,05;125,9;-0,86;-70,1;-2,41;0
45,9;37,97;7,93;2,12;28,47;-7,85;56,31;42,79;-38,55;-61,08;56,31;-38,55;-61,08;-14,43;-11,75;131,54;5,58;10,59;25,12;-2,2;8,12;15;-0,51;106,98;-0,75;-62,76;-1,68;0
51,31;20,41;30,9;2,83;69,56;-14,49;74,15;64,77;-45,27;-54,32;74,15;-45,27;-54,32;7,78;-31,7;110,96;8,91;23,44;34,85;3,56;6,56;16,25;0,11;105,63;-0,94;-65,99;-11,67;0
60,6;31,52;29,09;1,47;63,5;13,7;15,26;21,31;-25,79;-28,83;15,26;-25,79;-28,83;78,54;27,87;112,5;-1,5;2,39;34,2;3,33;8,89;7,82;1,24;89,43;-2,1;-71,52;-42,69;0
50,08;26,67;23,41;4,41;53,53;-19,8;68,17;46,2;-38,28;-54,29;71,65;-45,46;-61,47;0,3;-29,37;118,53;8,07;22,78;19,92;-3,31;21,69;21,98;0,01;104,37;-0,92;-65,25;-10,96;0
69,4;59,95;9,44;0,09;22,93;5,59;26,67;24,11;-75,28;-77,42;29,82;-79,02;-81,16;29,75;19,94;146,86;-0,07;3,07;23,95;2,57;13,34;12,59;1,3;146,82;-0,9;-76,76;0,66;0
44,62;28,02;16,6;2,37;45,91;-6,6;52,12;33,24;-41,05;-48,11;52,12;-41,05;-48,11;-1,09;-9,12;120;5,88;12,73;21,72;0,35;3,83;9,98;-0,02;92,73;-0,93;-62;-13,89;0
53,03;33,59;19,43;0,79;44,33;-19,2;59,72;64,71;-51,49;-64,69;59,72;-51,49;-64,69;28,21;0,33;121,35;3,25;16,21;19,3;-0,89;8,67;8,6;0,64;117,72;-0,82;-67,01;-2,32;0
43,6;30,7;12,9;0;35,78;-8,8;34;41,5;-26,4;-40,1;34;-26,4;-40,1;41;28;116,8;0;8,3;18,62;2,49;3;2,5;1,15;83,7;-1,09;-61,39;-21,29;0
46,18;33,01;13,17;4,95;38,45;-9,27;38,86;29,31;-24,47;-38,42;38,86;-24,47;-38,42;90,38;77,52;114,26;-3,68;4,35;33,73;7,64;2,09;2,74;2,35;84,59;-1,2;-62,93;-24,51;0
47,67;38,91;8,77;0,52;27,39;-16,43;60,89;32,36;-32,88;-48,78;60,89;-32,88;-48,78;61,73;60,9;122,97;-1,82;3,99;24,57;5,92;5,79;10,22;2,25;96,45;-0,98;-63,82;-15,04;0
73,5;38,98;34,52;1,67;68,91;-2,85;36,14;30,42;-40,25;-47,09;36,14;-40,25;-47,09;65,02;9,91;122,42;0,96;7,68;16,88;1,18;4,12;13,91;0,94;120,6;-1,56;-79,21;-32,11;0
59,04;44,96;14,08;3,14;42,28;-0,06;52,04;31,85;-70,46;-65,36;51,25;-74,71;-69,61;1,9;16,76;136,39;5,02;9,39;21,55;0,64;0,27;8,34;0,04;124,4;-0,9;-70,59;-5,23;0
45,16;37,53;7,63;2,1;31,25;-20,59;31,16;41,22;-38,54;-54,34;31,16;-38,54;-54,34;9,6;20,69;127,85;2,13;9,69;27,67;0,96;3,58;5,96;0,31;99,5;-0,83;-62,32;-7,98;0
35,82;17,95;17,87;1,22;54,89;-12,72;39,19;33,26;-5,39;-26,82;46,66;-14,48;-35,91;41,1;19,76;105,35;2,2;12,45;13,86;3,37;6,59;5,52;0,75;62,64;-1,34;-56,76;-29,94;0
53,36;36,39;16,97;4,19;39,26;-0,75;26,12;25,02;-44,9;-49,84;26,12;-44,9;-49,84;16,56;-5,69;125,82;3,68;6,85;22,49;1,16;1,19;6,97;0,42;103,2;-1,07;-67,21;-17,37;0
38,83;24,26;14,58;4,71;37,97;-27,36;49,16;47,69;-28,92;-34,93;50,74;-31,41;-37,43;59,75;45,72;106,92;-1,3;7,62;5,9;3,98;9,38;13,92;1,57;73,76;-1,11;-58,55;-23,62;0
58,63;46,79;11,84;9,43;39,37;-2,83;52,21;46,07;-64,06;-70,23;52,21;-64,06;-70,23;12,07;6,29;136,67;2,9;8,41;9,81;0,28;3,64;0,33;0,31;128,86;-0,83;-70,35;-0,12;0
45,03;20,8;24,23;0,14;63,78;-28;59,3;48,61;-36,81;-48,06;59,3;-36,81;-48,06;30,68;-13,35;108,89;4,97;16,96;2,82;2,14;29,04;18,43;0,48;93,09;-0,94;-62,24;-14,18;0
71,04;65,89;5,14;9,16;21;0,38;45,2;31,82;-60,66;-79,69;45,18;-62,49;-81,52;16,83;40,28;154,61;0,69;4,29;15,96;4,93;60,77;43,68;0,8;150,73;-0,89;-77,74;1,96;0
59,52;44,04;15,47;1,17;51,58;-14,73;40,54;31,03;-39,19;-37,18;40,54;-39,19;-37,18;150,89;101,53;113,25;-13,3;-8,83;13,82;10,74;8,82;3,43;2,93;96,7;-1,6;-70,87;-33,7;0
62,47;20,84;41,64;4,72;78,28;-47,06;29,99;8,6;-1,05;-1,8;30,69;1,05;1,8;203,27;141,89;85,28;-13,17;-4,37;3,92;13,94;2,36;12,59;2,6;64,28;-34,65;-72,64;-70,83;0
66,49;42,81;23,68;3,16;57,91;-0,26;43,34;22,96;-47,98;-47,63;40,71;-55,27;-54,92;46,3;34,13;128,07;1,63;4,33;20,95;2,82;16,88;7,51;0,8;114,12;-1,4;-75,03;-27,4;0
57,16;43,93;13,23;12,67;43,2;-31,78;61,49;67,6;-48,23;-67,52;63,81;-50,85;-70,15;-0,72;-26,01;135,61;5,3;17,22;13,35;-2,18;7,69;26,16;-0,02;124,68;-0,85;-69,47;-1,95;0
68,51;43,39;25,12;10,02;58,19;1,96;26,97;27,49;-43,78;-51,68;26,97;-43,78;-51,68;11,75;-33;133,38;5,4;10,75;15,94;-2,75;4;12,6;0,2;120,18;-1,33;-76,23;-24,55;0
57,23;34,12;23,11;2,82;50,56;-8,8;45,27;31,71;-32,13;-42,65;46,47;-36,43;-46,95;1,1;-7,19;125,64;6,47;10,65;21,54;-0,17;0,94;6,05;0,02;99,89;-1,34;-69,51;-26,86;0
64;38,69;25,31;4,31;57,8;-20,13;38,63;25,24;-37,93;-49,86;42,41;-40,17;-52,1;61,56;25,46;122,83;0,58;7,01;14,63;2,99;40,7;11,01;1,07;113,86;-1,28;-73,54;-23,68;0
67,11;49,09;18,02;6,24;48,5;-4,57;47,69;32,74;-79,52;-70,5;47,69;-79,52;-70,5;13,55;7,93;139,02;3,84;6,67;7,06;3,34;31,14;17,89;0,28;137,6;-0,95;-75,4;-4,9;0
55,97;34,85;21,12;7,02;53,82;-33,13;35,71;18,99;-38,19;-37,87;38,08;-49,26;-48,72;50,48;5,48;120,29;0,48;3,3;5,49;1,48;6,35;12,69;0,94;93,83;-1,48;-68,76;-30,89;0
71,44;51,15;20,3;3,8;42,59;-4,57;40,25;40,97;-48,52;-68,9;40,25;-51;-71,38;24,3;-9,01;139,27;2,92;9,49;20,76;-0,56;1,38;11,32;0,57;140,35;-1,04;-77,98;-9,08;0
54,21;52,03;2,18;1,77;11,05;-20,49;48,17;40,74;-52,31;-69,39;48,17;-52,31;-69,39;37,17;32,44;138,48;-1,62;3,81;11,57;3,1;16,64;5,48;3,36;123,6;-0,78;-67,71;1,67;0
60,27;42,11;18,16;4,33;48,72;-8,15;48;35,95;-42,59;-51,01;52,7;-49,69;-58,1;69,24;84,13;124,95;-1,04;4,95;23,4;7,62;49,59;7,9;1,42;111,28;-1,18;-71,32;-20,31;0
52,05;31,57;20,47;2,14;43,64;-11,41;43,47;37,88;-34,06;-42,87;43,47;-34,06;-42,87;58,42;8,01;115,64;-0,28;8,21;9,27;2,47;11,89;10,58;1,34;94,92;-1,21;-66,42;-23,55;0
57,33;37,26;20,07;3,04;26,18;4,05;41,6;19,21;-53,57;-56,37;41,6;-53,57;-56,37;-5,1;-5,5;129,33;6,11;8,76;19,32;-1,2;8,91;6,03;-0,19;113,69;-1,02;-69,57;-13,2;0
55,04;39,12;15,92;0,06;37,46;-17,26;68,88;63,49;-50,18;-67,19;68,88;-50,18;-67,19;-6,45;14,01;131,77;6,76;18,41;10,84;-1,18;14,38;12,76;-0,17;122,23;-0,82;-68,2;-1,01;0
57,42;36,06;21,36;6,87;57,1;-11,65;58,71;50,9;-44,79;-49,81;58,71;-44,79;-49,81;86,68;65,46;116,18;-3,04;6,19;22,12;5,48;7,65;6,33;1,52;107,23;-1,15;-69,63;-19,82;1
45,18;34,49;10,69;1,91;37,38;13,87;22,53;20,78;-33,72;-50,95;26,83;-33,72;-50,95;-41,07;-48,76;130,86;7,41;10,08;0,53;-4,81;4,66;14,39;-1,1;96,13;-0,89;-62,33;-11,39;1
51,05;33,78;17,27;0,29;46,11;-0,19;35,95;29,58;-36,53;-40,95;35,95;-36,53;-40,95;78,05;60,77;114,91;-3,26;1,85;9,92;6,2;17,65;7,69;1,69;92;-1,25;-65,83;-24,88;1
48,34;23,91;24,43;2,85;57,4;-10,65;63,77;54,62;-25,16;-37,4;65,22;-25,07;-37,3;86,38;83,21;103,58;-1,45;11,15;25,27;7,57;9,01;18,54;1,5;85,73;-1,29;-64,21;-26,82;1
57,9;35;22,9;6;52,01;-28,17;47,3;35,6;-37,2;-40,8;47,3;-37,2;-40,8;106;55;112,2;-5;1,9;6,14;5,26;12;12,4;2,04;98,7;-1,42;-69,91;-29,11;1
54,75;36,81;17,94;0,86;46,31;-11,75;63,41;32,65;-34,63;-57,09;63,41;-34,63;-57,09;-10,05;-17,84;129,8;7,04;13,36;9,84;1,81;0,46;11,78;-0,22;111,84;-0,96;-68,04;-10,95;1
39,98;27,69;12,3;5,77;43,82;-6,51;48,73;31,16;-31,24;-34,86;48,73;-31,24;-34,86;17,99;17,13;117,6;3,71;7,22;15,39;1,94;11,9;10,81;0,41;74,84;-1,15;-59,24;-24,38;1
58;36,25;21,75;2,29;46,44;-6,51;43,41;35,64;-38,27;-57,76;43,41;-38,27;-57,76;-18,21;-59,56;130,64;8,66;16,59;22,27;5;3,13;2,57;-0,39;115,76;-1;-69,97;-12,21;1
41,96;32,65;9,31;4,81;28,15;-28,73;55,22;43,06;-29,8;-44,65;55,22;-29,8;-44,65;58,24;31,52;116,18;-2,15;6,55;14,18;4,49;22,8;18,06;2,07;86,61;-0,94;-60,41;-15,76;1
68,75;38,42;30,33;0,14;58,38;-4,22;40,34;43,04;-51,07;-54,34;52,72;-56,04;-59,32;77,17;33,14;119,3;-0,53;13,84;23,36;4,81;20,86;34,32;1,32;123,09;-1,27;-76,37;-22,03;1
74,27;52,43;21,85;1,14;45,97;-32,22;48,42;36,22;-56,55;-63,13;44,76;-59,52;-66,1;88,77;50,65;130,99;-3,41;2,05;2,11;6,91;49,3;17,73;1,93;137,4;-1,18;-79,67;-16,54;1
60,18;45,51;14,67;3,12;36,88;-0,17;54,64;46,62;-46,09;-68,94;54,64;-46,09;-68,94;14,74;25,42;134,97;2,91;12,71;25,91;2,28;13,83;12,76;0,4;129,12;-0,87;-71,27;-2,33;1
50,87;34,03;16,84;0,99;51,05;-43,22;58,38;63,2;-29,42;-46,95;58,38;-29,42;-46,95;88,43;70,81;112,96;-3,42;8,63;18,09;7,48;6,88;9,74;1,73;97,82;-1,08;-65,72;-18,77;1
53,14;27,68;25,45;4,93;48,98;-45,53;35,08;20,35;-25,17;-30,02;35,08;-25,17;-30,02;73,82;-8,48;109,69;-1,47;3,3;4,08;2,17;21,18;13,74;1,51;83,16;-1,77;-67,07;-37,05;1
56,33;38,89;17,44;0,27;41,19;2,19;31,73;31,18;-34,1;-54,61;28,29;-39,33;-59,85;12,21;-10,69;128,71;3,7;9,23;17,68;3,99;39,96;14,28;0,3;110,95;-1,03;-68,98;-14,36;1
63,68;48,49;15,19;1,17;29,57;2,3;32,77;28,73;-48,67;-67,68;29,31;-49,56;-68,58;-22,99;-40,55;142,64;6,32;10,35;19,57;-3,43;24,03;4,9;-0,78;131,36;-0,94;-73,35;-5,67;1
38,57;21,07;17,5;0,34;52,52;-31,38;55,32;39,82;-12,89;-30,73;55,32;-12,89;-30,73;26,11;-2,96;109,48;3,91;12,78;5,74;0,81;0,37;7,65;0,5;69,29;-1,26;-58,39;-27,66;1
42,77;30,01;12,76;1,19;25,59;-21,2;46,09;50,62;-29,53;-43,15;43,87;-30,77;-44,38;78,62;80,79;111,31;-3,42;6,86;2,18;8,22;3,37;11,99;3,07;85,92;-0,99;-60,9;-17,75;1
63,7;45,88;17,82;0,42;44,53;-11,12;52,49;45,33;-46,65;-59,28;52,49;-46,65;-59,28;39,2;30,51;132,51;1,71;9,82;22,35;3,63;20,08;8,02;0,88;122,98;-1,07;-73,37;-14,08;1
49,22;33,86;15,36;4,6;41,37;2,72;56,9;35,58;-52,05;-51,75;56,9;-52,05;-51,75;34,26;50,68;121,66;2,22;9,34;35,31;4,03;9,05;7,56;0,83;100,97;-0,95;-64,74;-12,99;1
70,58;55,32;15,26;5,79;33,27;-24,96;62,41;41,13;-45,69;-71,64;62,41;-45,69;-71,64;6,29;-6,85;145,81;4,27;9,17;4,14;-1,2;3,02;2,54;0,19;142,21;-0,99;-77,46;-5,83;1
62,3;43,19;19,12;5,52;45,93;-4,99;36,78;21,5;-33,53;-54,08;36,78;-33,53;-54,08;41,77;38,37;130,07;1,47;5,32;20,54;2,76;2,69;15,86;0,91;116,38;-1,15;-72,54;-18,46;1
40,19;32,21;7,98;6,97;27,57;-11,91;45,25;30,68;-19,86;-28,31;45,25;-19,86;-28,31;102,24;121,61;111,58;-6,12;-0,45;12,49;10,06;1,8;6,35;3,71;68,51;-1,42;-59,36;-31,04;1
50,32;44,72;5,6;1,47;21,4;-15,83;37,68;26,7;-43,88;-61,76;37,68;-43,88;-61,76;10,12;-4,47;134,94;1,8;4,02;14,83;0,6;3,74;7,74;0,47;112,09;-0,81;-65,4;-3,63;1
49,97;31,28;18,69;5,29;44,74;-21,47;51,11;25,78;-39,24;-50,83;106,15;-39,24;-50,83;-41,18;8,96;128,51;11,21;14,04;63,68;2,05;3,83;3,93;-0,92;100,8;-0,98;-65,18;-14,35;1
53,72;39,09;14,64;2,53;42,71;-23,65;34,25;29,09;-25,13;-37,53;34,25;-25,13;-37,53;115,07;97,03;116,26;-6,48;-0,63;13,17;8,58;2,21;19,44;2,69;91,25;-1,43;-67,42;-29,89;1
52,95;26,88;26,08;7,75;69,26;-31,26;60,4;31,83;-40,99;-36,74;58,41;-41,05;-36,79;71,59;53,9;110,63;1,27;9,09;4,78;4,95;2,25;14,44;1,03;89,69;-1,44;-66,96;-30,23;1
64,05;43,52;20,53;0,3;44,19;-17,31;60,43;37,54;-43,14;-61,38;60,43;-43,14;-61,38;51,74;26,35;127,55;0,72;8,3;28,55;4,45;1,36;7,41;1,17;125,43;-1,04;-73,58;-12,2;1
